success_rate,avg_attempts,avg_steps_to_success,avg_total_steps,avg_reward,avg_episode_time
0.45480000000000004,14.229599999999998,432.698695644667,445.48040000000003,0.4434,0.6018401334762572
0.3517512757617234,5.462099581662715,196.65531804704992,183.49001885617648,0.3617326084278275,0.635714713464887
0.0,1.97,0.0,132.62,-0.034,0.02848548412322998
1.0,20.0,812.75,889.13,1.0,2.506490774154663
0.57,13.63,442.46153846153845,423.88,0.5640000000000001,0.289471218585968
0.06,12.17,385.18,339.21,0.034,0.2280554175376892
0.74,19.31,538.5151515151515,530.49,0.7390000000000001,0.7271453833580017
